name,phone,street,city,country,website,description
Classic Cruising Automobile,06 14 01 43 85,17 ; rue de la pré neuve, 44350 Guérande, France,http://classic-cruising-automobile.com,"dépôt vente de voitures anciennes, gardiennage, courtier en voitures anciennes et de prestige"
Classic Engine France ,06 34 37 01 06,, 76380 Canteleux , France,http://classic-cruising-automobile.com,Classic Engine France Spécialisé dans l’importation de véhicules des États Unis grâce à notre société Américaine.Voitures américaines… > lire la suite Voitures Anglaises Et toutes voitures de collection Show room sur Rouen 
Classic Restored Cars,06 26 36 53 88,3 allée de la haute gasniais , 35500 vitré, France,http://www.classicrestoredcars.com,"La création de Classic Restored Cars est l'aboutissement d'une passion.

Propriétaire de voitures anciennes depuis près de trente ans mais aussi féru de restauration et d'authenticité, j'ai décidé de créer Classic Restored Cars afin d'assouvir cette passion au quotidien et surtout de la… > lire la suite partager.

Authenticité et qualité sont mes lignes directrices.

Si vous n'avez pas le temps, confiez nous la recherche de votre rêve.

Nous aimons particulièrement cette phase de notre métier.

Nous établirons ensemble un cahier des charges puis nous rechercherons l'objet rare quelque soit l' endroit où il se trouve.

Avec comme finalité la livraison de la voiture de vos rêves.

Mes fréquents voyages aux USA et à travers l'Europe me permettent de dénicher les perles rares qui pourraient vous intéresser.

Tel  06 26 36 53 88  Vitré (Ille et vilaine 35)

Visite sur Rendez vous."
Classic Spirit,06 11 34 80 67,, 92200 Neuilly Sur Seine, France,http://www.classic-spirit.fr,"Née de la passion de Mathieu Gautrin pour les véhicules classiques et de collection, la société Classic Spirit a été fondée en 2008.Spécialisée dans la vente et la restauration de Porsche Classic, Classic Spirit a su au fil des années, étendre son activité vers les marques italiennes et anglaises. Ainsi, à côté de Mercedes et… > lire la suite BMW, Ferrari ou encore Aston Martin sont devenues des marques de choix pour l’entreprise.En 2015, Classic Spirit s’est lancée dans la préparation de véhicules de course et l’accompagnement sur divers événements historiques. Secondé par un réseau de professionnels de confiance, nous sommes en mesure de vous assister sur les plus grands circuits et rallyes européens.Nous serons heureux de mettre à profit nos connaissances techniques et notre passion afin de trouver la voiture dont vous avez toujours rêvé. Nous apporterons un soin particulier à l’histoire de votre voiture ainsi qu’à son état d’origine.HEBERGEMENT :La conduite de votre ancienne est un moment rare et précieux. Ce moment ne doit pas être gâché par une défaillance mécanique. Confiez-nous la garde de votre voiture et assurez-vous ainsi un soin permanent qui fera de chacune de vos sorties un instant sans la moindre arrière-pensée.CONCIERGERIE :Bénéficiez de notre expertise, de notre réseau de spécialistes et n’hésitez pas à nous confier votre voiture. Qu’il s’agisse d’un simple entretien ou d’une restauration, de travaux cosmétiques ou de sellerie, nous saurons la confier aux meilleurs."
Classic Sport Leicht,06 28 57 53 11,, 92400 Courbevoie, France,http://www.classicsportleicht.com,Spécialiste Mercedes SL
Classic Vibes Motorcycles,06 71 63 67 83,, 29420 Plouenan, France,http://www.classic-vibes-motorcycles.com,"Située en Bretagne, Classic Vibes Motorcycles est une entreprise spécialisée dans la vente de motos de collection des années 50 aux années 80. Retrouvez dans notre garage des modèles de motos de collection italiennes (Moto Guzzi, Laverda, Ducati, etc.), japonaises (Honda, Kawasaki, etc.) principalement. Les motos que l’on vous propose ont été sélectionnées auprès de professionnels qui les ont maintenues ou restaurées en gardant à l’esprit l’aspect original de la machine, tant sur le plan… > lire la suite technique qu’esthétique, afin de vous proposer un achat en toute transparence."
Classics Mini,06 99 94 04 93,1 boulevard de Mantes, 78410 Aubergenville, France,http://www.classicsmini.com,Classics Mini est spécialiste des Minis de collection
Claude Moritz Vintage,06 29 69 36 92,, 84220 Roussillon, France,http://www.claudemoritzvintage.com,"Passionné par les autos depuis mon plus jeune âge, ancien journaliste (rédacteur en chef du mensuel Autorevue), j'ai collaboré également à l'Argus de l'automobile et Auto Plus.<br />Editeur à partir de la fin des années 80 de nombreux sites télématiques et Internet consacrés à l'automobile. <br /><br />Mes spécialités sont:<br />- les questions juridiques et fiscales et en particulier autour de l'automobile:<br />- la recherche historique sur les autos anciennes<br /><br />Aujourd'hui, je suis heureux… > lire la suite de proposer aux collectionneurs du monde entier de magnifiques autos pour lesquelles à chaque fois, j'essaye de donner un historique le plus honnête possible. <br /><br />Passionate for the cars from a very young age, a former journalist (editor-in-chief of the monthly Autorevue), I also worked for the french magazine Argus de l'Automobile and Auto Plus.<br />Editor since the late 80's of numerous telematics and Internet sites devoted to the automobile."
Club jag31,07 86 53 28 33 ,14 rue carrerot Pau, 64000 Pau, France,http://www.claudemoritzvintage.com, 07 86 53 28 33 
Cobalt automobiles,06 58 09 23 80,63 avenue du marechal juin, 64200 Biarritz, France,http://www.cobalt-automobiles.com,"Achat, revente d'automobiles de sport et collection. Nous assurons également des services de conciergerie.N'hésitez pas à nous contacter par téléphone au 06 58 09 23 80,  par mail à contact@cobalt-automobiles.com ou à visiter notre… > lire la suite site www.cobalt-automobiles.com"
Cochet Classic Cars,06 80 17 37 79,12 ZA des vernays, 74210 Doussard, France,http://cochet-classic-cars.espacevo.fr,Achat / Vente de voitures de collection
Collection Privée Automobile,06 20 52 02 40,20 Rue Davoust, Toulon, France,http://www.collection-privee-automobile.com,"Achat vente de voitures de collection, sport et prestige

Professionnel et passionné d’automobiles de collection depuis plus de 30 ans, fort d’une solide expérience et d’une expertise reconnue dans le milieu de la voiture de collection, Collection Privee Automobile vous propose une sélection de voitures d'exceptions"
Cooper Car Consulting,06 24 30 12 16,2 rue Angèle Prudhon, 21200 Chevigny-en-Valière, France,http://coopercarconsulting.fr,"Qu’il soit question de recherche d’un modèle précis, d’assistance dans l’achat, la vente ou la restauration de votre Mini, aucun détail ne sera mis de côté. Vous serez accompagné du début jusqu’à la fin de votre… > lire la suite projet.Nous partageons avec vous cette passion de la mythique petite Anglaise.Cooper Car Consulting est là pour vous permettre de faire les meilleurs choix afin de profiter au maximum de votre investissement.En effet, nos connaissances des différents modèles, leurs caractéristiques et spécificités nous permettent de vous offrir des conseils adaptés et de qualité dans tout type de projet."
Cotière Vintage,07 61 81 21 38,Chemin du Pré Molliet, 01120 La Boisse, France,http://www.cotiereauto.fr/vehicules-vintages,"Cotière vintage est une entité appartenant à Cotière auto.Cotière vintage vous propose un choix de véhicules de collection, atypiques et de prestiges."
CQS Classics,06 60 67 17 25,, 93690 AULNAY SOUS BOIS, France,http://cqsclassics.fr,"Bienvenue à Aulnay-sous-Bois,En 1973, c’est un tournant  historique qui a été pris par Citroën avec la construction de ce site  industriel extrêmement moderne pour l’époque. Les dernières DS, la CX et de nombreux autres modèles y ont été produits. Aujourd’hui, à Aulnay-sous-Bois, même si l’activité de fabrication a cessé depuis 2014, on peut… > lire la suite  admirer la superbe collection du Conservatoire Citroën DS. Mais il y a aussi un atelier (anciennement Citrostory) où nous effectuons, avec les professionnels de l’Aventure Peugeot Citroën DS, l’entretien et les réparations de votre voiture classique bien-aimée.Qu’il s’agisse de  changer des plaquettes de freins, d’intervenir sur une boîte de vitesse ou de restaurer intégralement une carrosserie ou un châssis, l’équipe  y apporte le même soin et la même expertise.Elle dispose de nombreux appareils et outils spécifiques ( CitroënTraction, DS, SM, 2 CV, CX) pour toutes les années de fabrication, y compris les plus anciennes, tels qu’utilisés par le réseau Citroën à l’époque.En venant dans notre atelier, vous pouvez en outre en profiter pour visiter le fameux  Conservatoire Citroën DS, dont nous avons eu le privilège d’entretenir certaines voitures, parmi lesquelles la fameuse DS présidentielle 1 PR 75.La DS 21 personnelle du Général de Gaulle est également passée entre nos mains avant son exposition à Rétromobile en 2018.Si vous souhaitez un rendez-vous pour nous amener votre voiture, n’hésitez pas à  contacter  Didier Parjadis au 06 60 67 17 25 ou par e mail : didier.parjadis@cqsclassics.com.Nous sommes ouverts tous les jours de la semaine de 8h30 à 12h00 et de 14h00 à 18h00."
CTI Classics,+33 (0)6 07 17 22 51,, 75000 Paris and Montréal, France,http://www.cticlassics.com,"My name is Charles Tiné, and the CTI of CTI Classics (www.cticlassics.com) are my initials. Passionate with classic cars and the history of motor racing, particularly rallies, I have been a collector for decades. After a professional life in investment banking in London and Paris until my mid 30’s, and internet entrepreneurship in Marseille, Paris and Montreal until 2020, I have now decided to live of my passion, by connecting cars and humans, and make… > lire la suite their motoring dreams come true. I try to focus on unusual and racing cars and cars I would love to own.<br /><br />We accompany and advice classic car collectors at every stage of the evolution of their collections, through our market analysis, our worldwide network our negotiation experience, and most of all our listening skills, ethics and values. For our selling clients, we study the market to find the best possible strategy and outcome, financially of course, but also ensuring that the car in in good hands to pursue its adventure. For buying clients, we search and source the cars of their dreams, the right model, the right colour, the right condition and the right price.<br /><br />The best way to sell or buy depends of the car. Sometimes it is simple, sometime more complicated. Many elements enter into account: rarity, urgency, price, location. For each project, we study the best route to take, and establish contacts with collectors, experts, clubs, selected merchants, and traditional and online auction houses. Fully dedicated, regardless of the car’s value, we take our time to deepen the analysis and sharpen our advices. We have a constant dialogue with our clients, so he/she can have an enlightened opinion once a final decision has to be made."
CVAAR,07 49 20 72 07 ,1090 A Chemin de saint Hilaire, 84170 MONTEUX, France,http://www.cticlassics.com, 0749207207
Daddy's Cars,04 90 31 80 06,435 Rue du Grand Gigognan, 84000 Avignon, France,http://www.daddyscars.fr/fr,"Restauration, achat et vente de véhicules anciens à Avignon.
Une entreprise familiale gérée par des passionnés de mécanique et de véhicules anciens dans le Vaucluse. Faites appel à nos spécialistes, à votre écoute pour toutes vos envies motorisées en contactant Daddy’s Cars. Passionnés par les voitures anciennes de père en fils, nous vous proposons des véhicules… > lire la suite de collection à la vente, leur réparation et leur restauration, mais aussi l'entretien de vos véhicules... "
DAventure Racing,03.81.47.11.11,6 rue de l’Esplanade Nord, 25220 Thise, France,http://www.daventure-racing.com,"ACHAT – VENTE – ENTRETIEN – REPARATIONVéhicules anciens et d’exceptionVotre auto a besoin d’une révision, d’une réparation, d’un coup de jeune… > lire la suite ?Nous la bichonnons pour vous !Vous êtes à la recherche d’une auto d’exception ? Ford Mustang, Porsche, Chevrolet, Buick, Jaguar et bien d’autres … Nous l’avons ou la trouverons pour vous !Vous souhaitez au contraire vendre la vôtre ?Venez nous la présenter !"
DCR Engineering,+33 (0)4 75 488 318,10 route de Rochefort, 26730 HOSTUN, France,http://www.dcr-engineering.com,"Lisez ... Inspirez Vous, Découvrez Nous ... Ici, là, hier, aujourd'hui ... Une Histoire, una Storia, from 30 years of History, 30 years of Business !! DCR, … DCR Engineering, une naissance, genèse de … Une idée, un Concept, un idéal potentiel de plaisir et de passion mixés … une véritable Philosophie, une émotion renouvelée au fil des années, …  des prestations spécifiques et uniques, sur mesure, sur demande, ""on request, su domande"", ici… > lire la suite en Drôme de l'Exclusivité et de la Qualité, des Passions et Compétences savamment orchestrées et associées ... Une association unique de plus de 3 décennies écoulées, et toujours sur la brèche, ""on the Edge"" ... de l'initiale, la Chevy Corvette, L'Unique et Iconique American Sport Car, toute notre savoir à son service et donc  au vôtre !! uf04a ... et aussi notre département spécialisé pour les historiques, authentiques, belles Italiennes, tant de monument de l'histoire de l'automobile Européenne venu de nos voisins transalpins, de la Sportive pure en passant par divers spider et autre berline à tendance famille, voire même ""Sport"". Ceci de 1950 à 2000, toute l'automobile ancienne et de collection, sans oublier nos expériences acquises et forgées en de nombreuses années passées, résultats associés, dans la compétition automobile (dragsters, rallye historique, Drag power & circuits), DCR Engineering Services, DC2C Sélection & Expertise est votre partenaire privilégié, à votre Écoute & en Services dédiés. Pour l'Achat, la Vente, La Sélection, le Choix, le Conseil, les Expertises, la Recherche Personnalisée, les Disponibilités sélectionnées dans toute l'Europe & aux USA ou nous sommes implantés  et en expérience du terrain depuis 1988, les rapatriements et les transports, tant de service divers et associés, opportuns, à vous proposer et vous en faire bénéficier. Aussi le technique, le SAV, tous les entretiens spécifiques, révisions diverses et mise au point, de votre Belle ou ""Future Belle"" !! ;-) , les réparations de tous types, les restaurations, partielles, complètes, les préparations et équipements spéciaux,  and more ... que ce soit pour votre Corvette (1953-2019) et/ou pour divers autres véhicules d'époques, Italiennes de spécificité … et divers autres, de prestige & collection (1935-1990), sur sélection et sur demande ... nous vous proposerons des services adaptés, professionnels et répondant à vos attentes, à vos questions, à vos projets et objectifs. <br />DCR Engineering  … ""The Historic French Corvette Specialist"",  The Corvette Drugstore, e anche La Casa Vera dei macchine italiane d'Epoca . La Référence, Nos Références, le plus grand choix, de services et compétences, en National, relatif à Toutes Prestations concernant les Chevrolet Corvette pour 7 générations de production et de technologie, de philosophie, de 1953 à 2019, … et notre Spécialisation de l'Authentique, Emblématique et Innovatrice marque Italienne LANCIA et ses modèles historiques, Fulvia, Flavia, Aurélia, Flaminia, Beta … ect, ect … Pour nos véhicules proposés, pièces détachées, accessoires spécifiques,  une sélection rigoureuse et adaptée, selon un cahier des charges très précis & étudié, et vous en faire bénéficier en tous points, nous parcourons l'Europe et disposons également de notre structure aux Etats-Unis, aussi nos relations et notre organisation adaptée en Italie même. Ainsi nous pouvons vous offrir un choix et des sélections de qualité de par un très large choix et d'autant vaste que véritable champ d'action en divers azimuts !! >>> Come and Feel our Potential, our Power and Relationship at your Hand, for your Passion in mind !!  :-)  :-) Avec des arrivages de nos fournisseurs US et EU tous les 5 à 20 jours, nos services Express 48/72 hrs si besoin, et un stock important dans nos locaux, nous vous livrons dans toute la France, l'Europe et les DOM-TOM, en pièces détachées d'origine ou reproduction sous licence approuvée, vérifiée et sélectionnée, en qualité neuve ou d'occasion. Pour l'entretien, la réparation, le SAV, les interventions techniques et/ou de finitions périphériques, la carrosserie composite, et les restaurations complètes, notre expérience et nos compétences vous sont acquises.<br />Notre équipe est également formée et efficace dans le cadre de divers types de modifications techniques que nous avons étudiés et validés pour répondre au besoin de notre clientèle (moteur, boite/pont, suspensions, freinage et carrosserie), nous saurons vous proposer de nombreuses évolutions et analyses techniques en rapport à vos projets et/ou utilisations.<br />DCR - DC2C, Exclusif Optimum Services … Achat & Vente, pièces, accessoires, restauration, entretien, c'est aussi, en détail et spécificité :<br />- Compétence sur Alfa Roméo GT, Giulia, Spider, Alfetta, GTV & Montreal.<br />- Expérience Fiat Vintage et Collection de 1955 à 1990<br />- Connaissance et solution sur la gamme Maserati d'época, 1955/1985<br />- US & Europe Classic & Collection, Import Collector cars et Macchine d'Epoca - Recherche, Sélection, Expertise … Ensemble de Services Complets & Prestations Diverses, Ciblées, Personnalisées … Qualité, Expertise, Expérience, Diversité, Choix, Compétences Techniques & Commerciales … Professionnalisme et Motivation, Renouvellement, Evolution de 31 années, déjà, encore et toujours tourné vers l'avenir tout en étant dans le vent du présent et quotidien pour chacun de vous. Nous vous attendons ici en Drôme, 26, au pied de l'historique massif du Vercors, notre gardien, en ancêtre qu'il est, terrain de jeu et de ballade découverte inoubliables aussi … pour Vous Accompagner au quotidien de Toutes Vos, Nos, Passions, Émotion, Philosophie et Découvertes."
DCR Macchine Italiane D'Epoca,+33 (0)475.489 290,Route de Rochefort, 26730 Hostun, France,http://www.dcr-engineering.com,"DCR Macchine Italiane D'Epoca -- DC2C Servizi ""R&R"", Restaurazione & Ricambi -- 
Travaux, Entretien, Conseils, Préconisation, Prestations Techniques et Pièces Détachées, Expertise sur demande et Mission, Analyse dossier, Recherche personnalisé, Prise en charge selon vos critères -- Transport Service selon cas &… > lire la suite besoin.
""33 Anni di Esperienza"" -- 
Spécialiste LANCIA, Modelli : Fulvia, Beta, Flavia, Flaminia, Aurelia, B20GT -- 1955 à 1985 
>>> Service, Compétence & Prestations Technique et Sélection .
ALFA ROMEO d'Epoca (1955-2000)
FIAT Vintage Models (1960-2000)
MASERATI Vintage models, 3500, Sebring, Mistral, Ghibli -
Macchine Servizi e Ricambi"
Déo-Import,07 85 49 71 35,, 88100 Saint-Dié-Des-Vosges, France,http://www.dcr-engineering.com,Spécialiste restauration voitures  Américaines
DJEF Autos,04 78 83 77 17,28 rue du bourbonnais, 69009 Lyon, France,http://djef-autos.com, 07 61 8742 82
Dreamster,06 81 29 33 70,, 33000 BORDEAUX, France,http://www.dreamster.fr,"Location de véhicules de collectionCourtage, recherche et vente de véhicules de collection"
Drive Your Dream,07.86.90.64.94,4404 Route de Bagnols - RN7, 83460 Les Arcs, France,http://www.driveyourdream.fr/annonces,"Le savoir-faire et l'expérience dans le domaine de automobile que nous mettons entre vos mains pour toujours obtenir les meilleures solutions en termes de vente, d'achat ou de reprise.Nous mettons chaque jour tout en oeuvre afin que vous deveniez bientôt l'heureux propriétaire de la voiture de vos rêves."
Drive-Your-Dream,06 61 61 38 25,, 37500 Chinon, France,http://www.driveyourdream.fr/annonces,Dépôt-Vente et Recherche Personnalisée Véhicules de Collection & Prestige
Driver 402,06 07 37 15 90,68 RUE BASSE SAINT-MARTIN, 16100 COGNAC, France,http://www.driveyourdream.fr/annonces, 06 07 37 15 90
Dubois Motors Services,01 34 85 94 02,18 Route de BU, ZA de la Prévoté, 78550 Houdan,http://www.duboismotors.fr,"VENDEZ, ACHETEZ AU MEILLEUR PRIX ET SANS SOUCIS...ON S'OCCUPE DE TOUT ..."
Duchambon Collection,06 81 46 63 45,, 87000 limoges, France,http://www.duchamboncollection.com/,Achat revente de voitures de collection
Dusty Road,07 68 12 81 43,, 14600 Honfleur, France,http://www.dusty-road.com, 07 68 12 81 43
Elegant' Auto,04 94 49 51 11,950 Boulevard de la Libération, 83490 Le Muy, France,http://www.elegantauto.fr,"L’entreprise Elegant’Auto a été pensée et réfléchie autour de valeurs clés, qui demeurent le fil directeur de toutes nos actions.  Soyez-en sûrs, nous avons à cœur de faire de la satisfaction de notre clientèle, notre priorité absolue. Pour cela, nous ne pouvons imaginer notre travail sans rigueur ni précision car il est indispensable pour nous de faire honneur à la confiance que vous nous accordez en nous confiant votre belle. Mais les anciennes, c’est… > lire la suite avant tout une passion. C’est pourquoi, le partage est un élément très important pour nous car nous ne saurions nous contenter de nous occuper de votre véhicule sans connaître son histoire. Par conséquent, vous avez toute notre écoute et notre disponibilité au garage, par téléphone, mail ou encore sur nos réseaux sociaux. Nous organisons parfois des événements avec nos clients durant lesquels nous serions heureux de vous accueillir. Pour cela, gardez un œil sur notre page Facebook ! Et si vous passez devant le garage, ce sera toujours un immense plaisir de prendre une photo de votre ancienne et de discuter avec vous autour de cette magnifique passion qui nous unit."
Eleven Cars,06 03 69 82 93,24 rue Tournefort, 75005 Paris, France,http://www.eleven-cars.com,"Vente de voitures de collection, sport et prestige"
Eliandre Automobiles,01 43 80 16 26,47 rue Laugier, 75017 Paris, France,http://www.eliandre-auto.com,"Site internet : www.eliandre-auto.com<br /><br />Après avoir été responsable commercial 12 ans de Franco Britannic Automobiles (distributeur Rolls Royce, Bentley, concessionnaire Land Rover et Jaguar) à Paris, avenue Kléber et à Levallois, Christophe Decronumbourg a créé Eliandre Automobiles en 1998, société spécialisée dans le commerce des voitures de Prestige et de Collection à PARIS."
Endless Drive,06 48 98 56 26,, 13200 Arles, France,http://www.endlessdrive.fr,Vente de véhicules de collection / recherche personnalisée / importationVente de goodies US / retro camping / décoration Vente de pièces vw d'occasions / intérieur… > lire la suite WestfaliaChemises vintages / t-shirts / stickers / accessoireswww.endlessdrive.fr
Eric Richard Automobiles,+33 (0)6 07 42 17 22,, 68440 Habsheim, France,http://www.richard-autos.com,"Bienvenue chez Eric Richard, collectionneur et passionné depuis plus de 30 ans, je mets mon expérience et ma passion à votre service pour essayer de vous satisfaire dans l'achat ou la recherche du véhicule de vos rêves.La majorité de mes autos sont importées des Etats-Unis où je me rends le plus souvent possible pour les… > lire la suite dénicher moi-même, ces véhicules sont réellement les miens et je ne vends que ceux qui m'appartiennent.• En permanence une trentaine de véhicules en stock et disponibles de suite.• Recherche personnalisée.• Garanties, financements, reprises.• Situé à 20 Km de la frontière allemande, dans la région de Mulhouse (68), je vous propose d'immatriculer et de livrer votre véhicule (sur remorque).• We speak English - Wir sprechen Deutch.• Essai de véhicules uniquement sur rendez-vous."
European & American Cars Legend,01 69 31 55 65,avenue des 2 lacs, 91140 Villejust, France,http://www.european-cars-legend.com,"ECL, la Passion des véhicules de collection d’exception.La naissance d’European Cars Legend est le fruit d’un passionné, propriétaire de voitures de collection depuis près de 20 ans. Fort de son expérience dans ce secteur d’activités, le PDG du groupe spécialisé dans le grand export, a décidé de créer ECL afin de faire partager sa… > lire la suite passion.Nous commercialisons les plus belles voitures de collection européennes.Notre volonté : Transparence, Confiance, Qualité des véhicules proposés, Satisfaction du client.Notre showroomVenez découvrir ces véhicules d’exception dans notre showroom !Il est situé en région parisienne, sur la zone de Courtaboeuf (dpt 91, proche des Aéroports, de Paris, des Autoroutes A10 et A6 et de la Francilienne).A votre écouteSur rendez-vous, du lundi au vendredi, des conseillers sont à votre écoute pour étudier votre projet.Ils sont également joignables au01 69 31 55 65 pour répondre à toutes vos questions."
Evidence Cars,06 11 62 28 30,Rue Jean Moulin, 80580 Pont Rémy, France,http://www.evidencecars.fr, 06 11 62 28 30
Fast'n classic SAS,+33 (0)6 87 63 87 56,3522 ZA Le Pilon d'Agel  Route Nationale 7, 13550 Noves, France,http://fastnclassic.com,"Entretien et réparation de voitures américaines. Venez faire réparer ou entretenir votre véhicule américain au sein de notre garage automobile situé à Noves près d'Avignon. Nos mécaniciens spécialistes des voitures US, se feront un plaisir d'intervenir sur vos Ford Mustang, Chevrolet Corvette, Jeep,... Un atelier mécanique spécialisé. Découvrez l'atelier mécanique Fast'n Classic ! Entretien, révision et réparations de véhicules américains. Des mécaniciens expérimentés à votre service. Du matériel entièrement neuf dans un espace 100% dédié.… > lire la suite Gardiennage dans un lieu sécurisé. Un espace showroom est à votre disposition afin de découvrir nos derniers modèles de véhicules américains en dépôt/vente : Mustang, Camaro, Jeep, Corvette... Découvrez-y également un espace dédié aux objets de collection et de décoration vintage liés à l'automobile : anciennes plaques publicitaires, création contemporaines d'artistes locaux..."
First Automobile,+33 (0)3.88.18.28.00,La pyramide 18, rue du Commerce, 67550 Vendenheim,http://www.first-automobile.fr, +33(0)3.88.18.28.01
Flatsix Le Mans,02 43 52 88 28 ,142 Avenue du Panorama, 72100 Le Mans, France,http://www.flatsixlemans.com,"La qualité de notre équipement est au niveau de l’exigence de nos clientsNous disposons de matériel et d’outillage entièrement neufsDernière génération d’équilibreuse et démonte-pneus pouvant accueillir les dimensions tailles basses du 10 au 24 pouces… > lire la suite (matériel allemand) support moteur etc.Pont élévateur mobile spécial Porsche extra platEtabli complet entièrement équipé outillage spécifique conçu pour les Porsche.Nous pouvons intervenir sur tous les véhicules de la marque, des plus récents aux plus anciens."
For Classic Cars,09.61.62.57.99,ZA La Coudrière, 37210 Parcay Meslay, France,http://www.forclassiccars.fr,Achat/vente - Entretien - Remise en route - Fiabilisation - Vente de pièces - Contrôle Technique
Franco Lembo Automobilia,+33 (0)6 11 98 09 80,, 51100 Reims, France,http://www.automobilia.fr,"Le bonheur est d’avoir sa passion pour métierVivre de sa passion c’est le rêve inassouvi de bon nombre d’entre nous. Et en particulier des passionnés de belles mécaniques. Franco Lembo fut d’abord très longtemps un collectionneur, accumulant expertise et savoir-faire sur ses marques fétiches (Porsche, Ferrari, Alfa-Roméo). Mais aussi expérience en course où il se… > lire la suite présente régulièrement depuis plus de quinze ans sur piste ou en rallye, en pilote rapide et déterminé.Et lorsque résolu à en faire son métier il créa Automobilia en 1997, il put alors consacrer toute son énergie, son goût pour le travail bien fait, mais aussi sa très profonde connaissance du milieu, au développement de son entreprise et à la satisfaction de ses désormais nombreux clients, dont la plupart sont également devenus ses amis."
Garage Accent Vintage,09 53 12 91 84,159 Rue Saint-Pons , 83980 LE LAVANDOU, France,http://accent-vintage.com,"Basé dans le sud-est de la France au Lavandou dans le Var, ACCENT VINTAGE est un garage automobile spécialisé dans la restauration, l’entretien et la vente de voiture de collection et prestige. Une entreprise familiale au service de la passion des voitures anciennes."
Garage Bessard,+33 (0)2 35 96 02 25,1358 Rue Des Troubadours, 76190 Ecretteville les Baons, France,http://www.jfbamericaines.com,"Spécialiste des voitures Américaines d'époque depuis 20ans !Installé depuis le 1er janvier 1998 à Ecretteville les Baons, Jean-François Bessard, épaulé par son épouse Nathalie, est spécialisé dans La voiture Américaine. Que ce soit pour l'entretien, le réglage, la réparation, la recherche de pannes. La recherche d'un véhicule américain, ancien ou récent, selon vos critères. La… > lire la suite fourniture de pièces pour votre américaine. Et bien sur, la vente de voitures américaines, triées, inspectées, sélectionnées aux États Unis et révisées dans notre garage."
Garage Concept Store,0561890458,22, rue Thiers 31800 SAINT-GAUDENS, 31800 SAINT-GAUDENS,http://garageconceptstore.com,"Négoce de véhicules de collection. Au pied de Pyrénées, sur la route de l’océan, Garage Concept Store vous propose à la vente une sélection de véhicule de collection et d’exception (Auto/Moto)."
Garage Confidentiel,06 89 69 05 47,, 74000 Annecy, France,http://www.garage-confidentiel.com,"Né de la passion de son créateur, Garage Confidentiel est une société qui commercialise des véhicules d’exception. Nous intervenons en tant que mandataire et proposons des services de dépôt-vente et de recherche personnalisée.
Chez nous, la confidentialité est primordiale. Le concept de Garage Confidentiel a été entièrement et spécifiquement développé autour de ce principe fondamental. C’est… > lire la suite pourquoi nous n’avons pas de showroom ouvert au public. Les véhicules sont stockés dans des locaux confidentiels et les visites se font uniquement sur rendez-vous.

Nos valeurs :
- L’excellence : Nous attribuons une importance primordiale à la qualité de nos prestations et à l’état irréprochable des véhicules que nous proposons.
- Le respect : Nous tenons un point d’honneur à traiter chaque client et chaque véhicule avec le plus grand respect.
- La confiance : C’est un élément essentiel sur lequel nous sommes intransigeants. Ainsi, nos clients peuvent avoir l’esprit tranquille lorsqu’ils font appel à nos services, nous confient leur auto ou les clés de leur domicile pour la prise en charge de leurs véhicules.
- La passion : Parce que c’est cette même passion qui nous unis tous !"
Garage de Saragosse,02 48 51 36 59,14 rue Gabriel Péri, 18500 Foeçy, France,http://www.garage-de-saragosse.fr, 06 11 16 54 19
Garage Dougnac,05 61 26 07 37,21 Rue Paule Raymondis, 31200 Toulouse, France,http://www.garage-dougnac.com,"Le Garage Dougnac est votre interlocuteur privilégié à Toulouse depuis 1983 pour toutes vos opérations de mécaniques et de carrosseries sur vos véhicules récents, de collections et de prestiges. Nous nous mettons à votre service pour vous faire bénéficier de notre expertise pour l’entretien et la réparation de votre auto (Alfa Romeo, Abarth, Fiat, Ferrari,… > lire la suite Maserati et autres marques). Pour toutes demandes de renseignements n’hésitez pas à nous contacter par mail, téléphone, Facebook ou à passer directement à l’atelier. Au plaisir d’échanger prochainement avec vous."
Garage Ernesto's,09 71 72 95 34 ,domaine de la magnanerie, 34360 villespassans, France,http://www.ernestoscar.com ,"A la demande du client, le véhicule peut-être totalement ou partiellement restauré.Ernesto et ses partenaires associés, artisan sellier, carrossier, peintre, s'attachent à atteindre le meilleur niveau de qualité dans le respect de l’authenticité des véhicules.Le… > lire la suite client peut à tout moment contrôler la conformité de sa demande de remise en état. A sa demande, il peut aussi suivre l’avancement des travaux de restauration de son véhicule à l'aide de photos envoyées par e-mail.Après avoir vérifié et remonté l'ensemble des pièces, le véhicule est essayé et testé pour parfaire la mise au point avant la livraison au propriétaire.L’atelier assure bien sûr la réparation et la maintenance régulière de toutes marques de véhicules.L'atelier peut aussi apporter des améliorations techniques (freinage, direction, transmission, préparation moteur…) mais fait en sorte que ces modifications soient réversibles afin de toujours pouvoir revenir à l'original.L’équipe participe régulièrement à des rencontres à caractère sportif, simples promenades, courses de régularité et rallyes historiques, le PAU historique, Paul RICARD, Ledenon… en projet TOUR AUTO et le Mille MigliaAux plus grands soins des belles anciennes, nous proposons aux amateurs de sports mécaniques :- allègement de la voiture- vérification, fiabilisation ou renforcement du freinage- réglage, remplacement des suspensions- préparation, fiabilisation du moteur- renforcement chassis, mise en place d’éléments de sécurité, arceaux...- préparation et transport des véhicules- assistance courses"
